wavelength fwhm
674.6926758 0.016381
676.9048828 0.009798
678.3771973 0.014399
678.4256836 0.017464
678.7869629 0.015650
678.8712891 0.016987
680.3143555 0.011856
681.8760742 0.021387
682.7468750 0.015954
682.8482422 0.015616
682.9508301 0.017004
682.9930664 0.017148
683.1355957 0.015586
683.1955078 0.020906
683.2666992 0.019535
683.4021484 0.016656
683.4445801 0.016532
683.5100586 0.020240
683.5771973 0.018871
683.6079590 0.015229
683.9666504 0.017617
684.0064941 0.019201
684.1963379 0.015375
685.0035156 0.015944
685.0807129 0.022439
686.2696289 0.021813
686.3970703 0.016139
686.4878906 0.025518
686.5046387 0.017344
686.8350098 0.027530
686.8489746 0.017282
687.1073242 0.015818
687.7917480 0.015439
687.8277832 0.014619
688.0235840 0.026791
688.0949219 0.016188
688.1254883 0.016291
688.2105469 0.020514
688.2444336 0.024112
688.2652344 0.013506
688.3343262 0.014684
688.6040527 0.015449
688.7166504 0.016679
688.9302246 0.017273
689.4098145 0.016060
689.4638184 0.015513
690.0807617 0.015743
690.2435547 0.022413
690.3565918 0.017639
690.3894531 0.028824
691.0503418 0.016922
691.1359863 0.011978
691.2638184 0.016235
692.1413574 0.019793
692.3192383 0.018926
692.4604004 0.016974
692.7124512 0.012134
692.7321777 0.018081
692.8344238 0.016077
692.8847656 0.013970
692.9425293 0.019921
693.7649902 0.016253
693.8487305 0.016670
693.9541992 0.015015
694.0782227 0.017190
694.2078125 0.017053
694.8963379 0.016976
694.9167969 0.016772
695.1701660 0.024255
695.2855469 0.030792
695.4562988 0.006601
695.5189941 0.024089
695.5603516 0.020696
695.5893066 0.011256
695.6232422 0.020163
695.6895020 0.021685
695.7461914 0.016849
695.8482910 0.013689
695.9003906 0.014990
695.9940430 0.009254
696.0768066 0.018816
696.1765137 0.016007
696.2838867 0.016949
696.3796875 0.015136
696.5187988 0.026959
696.6337891 0.030835
696.9940430 0.017608
697.1962891 0.012863
697.3000488 0.015336
697.5229492 0.018702
697.6220703 0.017766
697.8267578 0.016256
697.8581055 0.015839
697.9710938 0.014162
698.2519043 0.016306
698.3436523 0.022017
698.6122559 0.018913
698.6329102 0.010498
698.7492188 0.014635
698.7923828 0.019267
698.9270020 0.020797
699.0856934 0.011537
699.1777832 0.017436
699.5407715 0.031204
699.6334473 0.018381
699.6578613 0.016823
699.7012207 0.022725
699.7570801 0.018742
699.9487793 0.014930
700.0953613 0.013619
700.1930664 0.021367
700.2235352 0.020037
700.3873047 0.025259
700.5274414 0.036610
701.1221191 0.014948
701.1640625 0.015174
702.9662598 0.015587
704.1267578 0.019330
704.1473145 0.018396
704.5020508 0.022795
704.5363281 0.016231
704.6029785 0.014569
704.6416504 0.015458
704.6961914 0.023575
704.7875977 0.016632
704.8393066 0.016803
704.9132812 0.017220
704.9594238 0.016560
705.0604980 0.015565
705.1354004 0.016293
705.2349121 0.016854
705.3405762 0.016377
705.4385254 0.015640
705.5756348 0.015383
705.6700684 0.013673
705.9574219 0.019451
706.0693848 0.016555
706.2274902 0.019662
706.2659180 0.017293
706.3710938 0.017390
706.5995605 0.016945
706.7006836 0.017337
706.7562012 0.021245
706.9594727 0.017099
707.0579590 0.016499
707.3468262 0.016669
707.4451172 0.015929
707.7627930 0.016524
707.8593262 0.018325
708.2074707 0.019967
708.2380371 0.015786
708.2696289 0.017427
708.3020996 0.014663
708.5712402 0.014974
708.6800293 0.015451
708.7733887 0.016506
708.8288086 0.015638
708.8932617 0.018212
708.9391113 0.018155
708.9902344 0.014964
709.0344238 0.030661
709.1371582 0.015215
709.1793945 0.016947
709.2407227 0.015890
709.2760254 0.014993
709.7098145 0.019053
709.8025391 0.010727
710.0200195 0.019069
710.1281250 0.013497
710.3638184 0.017225
710.4704590 0.016221
710.7542480 0.019804
710.8577148 0.017987
711.1959473 0.021175
711.2924805 0.013574
711.6743164 0.019720
711.7701660 0.017128
712.2001465 0.012901
712.2946777 0.018302
712.6826660 0.014441
712.7260742 0.015478
712.7670410 0.015091
712.8113770 0.019931
712.8678711 0.013072
712.9346191 0.017129
713.1189453 0.016001
713.2571777 0.017290
713.3361328 0.016136
714.1145020 0.016083
714.1682129 0.014947
714.2195312 0.048023
714.2520020 0.017819
714.2727539 0.022242
714.3255859 0.054735
714.3606445 0.018961
714.4687500 0.013524
714.5061523 0.015915
714.5585449 0.008164
714.6109375 0.016486
714.6797363 0.016600
714.7822266 0.016728
714.8840820 0.016734
714.9851562 0.020808
715.1193848 0.015171
715.2145996 0.025029
715.6213867 0.016647
715.8215332 0.015742
715.9294922 0.016537
716.0010254 0.016970
716.1633789 0.016692
716.2666504 0.016173
716.5329590 0.016512
716.6346191 0.017006
716.9319824 0.016983
717.0325195 0.017017
717.3613281 0.015912
717.4604980 0.016644
717.6009277 0.015946
717.6537598 0.016616
717.8208496 0.016203
717.9194336 0.016897
718.0834961 0.016694
718.1770508 0.016503
718.3114258 0.018904
718.4087402 0.016238
718.8327637 0.014598
718.9308594 0.019181
719.3874512 0.007992
719.4812012 0.018716
719.8505371 0.016849
719.9672363 0.025171
719.9917969 0.008087
720.0830566 0.021604
720.1462402 0.023874
720.2911621 0.015251
720.7925293 0.016292
722.1181641 0.021187
722.1564941 0.013577
722.2374023 0.026246
722.3541992 0.014671
722.3866699 0.015890
722.5228516 0.016409
722.8766602 0.017569
722.9418945 0.019938
723.2463379 0.024873
723.3173828 0.016528
723.3571777 0.016362
723.4270020 0.018246
723.6043945 0.013449
723.7138672 0.021638
723.8791504 0.017427
724.0194336 0.017064
724.0863770 0.016740
724.1415527 0.018344
724.1943359 0.018565
724.2328125 0.018959
724.2736816 0.020143
724.3456543 0.016054
724.3853516 0.018721
724.4558594 0.012223
724.4943848 0.023055
724.5640625 0.025197
724.5867676 0.022949
724.6553223 0.019339
724.6968262 0.019088
724.7597656 0.016336
724.8656250 0.017807
724.9652832 0.019897
725.0700684 0.020323
725.1998047 0.018321
725.3145996 0.016823
725.5298340 0.017712
725.5908691 0.022147
725.6299805 0.013964
725.7110840 0.016656
725.9142090 0.015322
726.0252441 0.015796
726.1284668 0.018752
726.2640137 0.017840
726.3711426 0.017328
726.5418945 0.013418
726.6440918 0.015793
726.7496582 0.016209
726.8047852 0.017678
726.9098145 0.035034
727.0568848 0.016371
727.1600098 0.015675
727.3242676 0.012196
727.5117676 0.023467
727.6047852 0.021043
727.6424316 0.017075
727.7000977 0.016824
727.9293457 0.018051
727.9785645 0.016146
728.0800781 0.016879
728.1531250 0.028753
728.1678223 0.017570
728.4455566 0.025126
728.4852539 0.018309
728.5724609 0.017720
728.6029785 0.012963
728.6402344 0.030999
728.9739258 0.017384
729.0276855 0.012518
729.1009277 0.017227
729.1306641 0.015140
729.1758301 0.022930
729.2119141 0.024408
729.2331055 0.017565
729.5804199 0.015840
729.6108398 0.015994
730.3729980 0.018597
730.5749023 0.019545
730.7078125 0.018398
730.7461426 0.017620
731.0785645 0.017033
731.1333984 0.016784
731.6289551 0.018970
732.9160156 0.018351
732.9478516 0.017990
733.0366211 0.016307
733.0831543 0.035269
733.1573242 0.017805
733.2253906 0.020193
733.2745117 0.019454
734.0900879 0.025780
734.1725098 0.019019
734.4558105 0.013631
734.4913086 0.018631
734.6937500 0.017180
734.7865723 0.016810
735.0377441 0.013584
735.0674316 0.017247
735.1401367 0.028336
735.2108887 0.018784
735.2596191 0.027483
735.3222168 0.023749
735.3761719 0.017594
735.4313477 0.017327
735.5408203 0.015591
735.6004395 0.055884
735.6289551 0.027809
735.7415527 0.014125
735.8027344 0.016770
735.8680176 0.016674
736.0148926 0.034725
736.0312988 0.016535
736.0604980 0.017344
736.1652832 0.019980
736.2260742 0.014953
736.3280762 0.023349
736.3548340 0.017748
736.3919922 0.017564
736.4396973 0.020520
736.4698242 0.015295
736.5522949 0.021919
736.5723633 0.051625
736.5992188 0.013929
736.6837891 0.017847
736.7122559 0.017682
736.7594727 0.024432
736.8729492 0.023406
736.9272461 0.018332
736.9495117 0.019134
737.0681152 0.015670
737.3497559 0.014392
737.4077637 0.025564
737.4572754 0.017541
737.5674316 0.016903
737.7766113 0.016952
737.8268066 0.021295
737.8838379 0.017181
737.9415527 0.017339
738.2460938 0.028907
738.3494141 0.048955
738.3646973 0.016685
738.7319336 0.017775
738.8396484 0.016833
739.0173340 0.020606
739.2209961 0.017989
739.2635254 0.019953
739.3752930 0.018197
739.5425293 0.023427
739.8505859 0.025067
739.9568848 0.012790
740.1698730 0.017497
740.2037598 0.016943
741.1875977 0.023480
741.2080078 0.017965
741.2673828 0.016406
741.3763672 0.018524
741.6143555 0.016180
741.7802246 0.017771
742.2873047 0.022861
742.2873047 0.022605
742.9789551 0.024924
742.9789551 0.024553
743.8263672 0.017073
743.8719727 0.016626
743.9226562 0.020898
743.9454102 0.017750
744.2217285 0.017479
744.4219238 0.024608
744.7055176 0.029085
745.1817383 0.018892
745.8362793 0.016221
746.1252930 0.017316
746.2452148 0.021904
746.3160645 0.018791
746.3794434 0.023921
746.4883301 0.019010
746.6620117 0.019466
746.8250488 0.023122
746.9861816 0.016022
747.0718262 0.017591
747.1389648 0.020757
747.1590332 0.019923
747.2043457 0.020338
747.3686035 0.018912
747.6408691 0.026406
747.9034668 0.016708
747.9621582 0.016793
748.0260254 0.016846
748.3130371 0.019431
748.3481445 0.017379
748.4365234 0.018170
748.6343750 0.015127
748.8240723 0.026159
749.3667480 0.017949
749.9703125 0.020940
750.2263672 0.018249
751.7223633 0.018878
751.7545410 0.018458
752.0418945 0.017974
752.2666016 0.030314
752.4006836 0.019136
752.4863281 0.017382
752.8109375 0.013732
752.8375488 0.018108
753.0648926 0.023649
753.0782715 0.023865
753.5723145 0.017252
753.6144531 0.028363
753.7249023 0.021080
753.7526367 0.019651
754.0170898 0.016862
754.0608887 0.018025
754.6560059 0.019875
754.6866211 0.020024
755.0007812 0.029947
755.2741211 0.017143
755.3531250 0.016633
755.7500000 0.018987
755.8477539 0.017575
755.9934082 0.017725
756.1517090 0.017364
756.3627930 0.018749
756.7411621 0.017085
756.7850586 0.017298
757.1750977 0.020120
757.3672852 0.017539
757.4560059 0.017386
758.6090820 0.018003
759.8378418 0.022033
760.5128906 0.023983
760.6215820 0.021219
760.7376465 0.015395
760.8562012 0.018065
760.9834473 0.052208
761.1142578 0.048216
761.2618164 0.018039
761.3717773 0.011267
761.4053223 0.018458
761.4503906 0.028521
761.5576660 0.027839
761.8055664 0.018090
761.9711426 0.019638
762.1367188 0.014427
762.2077148 0.018952
762.2644531 0.019340
762.2982910 0.019726
762.3645508 0.020147
762.3685547 0.037849
762.5397461 0.027832
762.6173828 0.014613
762.6517578 0.022836
762.7790039 0.020078
762.8509277 0.019553
762.8771973 0.019098
763.0038086 0.032879
763.0249512 0.018433
763.1690918 0.034349
763.3072266 0.020282
763.4148926 0.021562
763.7221191 0.018597
763.8317871 0.017311
763.9001465 0.024081
763.9309082 0.034649
764.1577148 0.020697
764.1856934 0.021098
764.2689941 0.022059
764.3789551 0.034751
764.4901855 0.026639
764.6138184 0.016838
764.7215820 0.015398
764.8481445 0.014612
764.9583496 0.018336
765.0919922 0.029094
765.1968750 0.018601
765.3323730 0.021974
765.5872559 0.017350
765.6938965 0.021899
765.8459473 0.015203
766.2186035 0.017182
766.2559570 0.017863
767.2034180 0.018442
767.2894043 0.015373
768.1404297 0.017751
768.2105957 0.018360
768.4063965 0.075025
768.4319824 0.037066
768.4943848 0.019883
768.5293457 0.027204
768.5729004 0.028284
768.6196289 0.019721
768.6648438 0.018238
768.7901367 0.022004
768.8750000 0.022810
768.9362305 0.016415
768.9704590 0.026070
769.0197754 0.019745
769.0949219 0.022205
769.1515137 0.014932
769.1911621 0.069045
769.2729004 0.017713
769.3543945 0.017999
769.4754883 0.017137
769.5827637 0.017405
769.6979980 0.025340
769.8330078 0.021438
769.8971680 0.019223
769.9470703 0.018414
769.9953125 0.017979
770.1084473 0.018272
770.2249512 0.018751
770.2766113 0.015689
770.3785156 0.014908
770.4101074 0.018154
771.0906738 0.020055
771.2229004 0.018398
771.2635742 0.018926
771.3672363 0.019844
771.3954590 0.024849
771.5062500 0.019524
771.5864258 0.018322
771.6270508 0.016668
771.6922363 0.018272
771.7459961 0.018888
771.8068359 0.018751
772.0318848 0.018186
772.1496094 0.018098
772.3656738 0.023880
772.4599609 0.015439
772.4953125 0.018949
772.6058105 0.017284
772.6845703 0.017591
772.7676270 0.019324
772.9118164 0.015513
773.0288574 0.017598
773.1970703 0.019453
773.2805664 0.021839
773.3831055 0.035876
773.4057129 0.022146
773.4967285 0.019282
773.5852539 0.028216
773.8234863 0.062429
773.8454590 0.025748
773.8851562 0.018442
774.0398926 0.018422
774.1007324 0.018210
774.1951172 0.017663
774.4090820 0.018297
774.5203125 0.017999
774.5587891 0.018163
774.6445801 0.017702
774.9439453 0.024045
775.0656250 0.017693
775.1876953 0.016390
775.2355957 0.025309
775.2590332 0.019295
775.5283691 0.018804
775.6361328 0.016519
775.6824219 0.051686
775.6968262 0.018902
776.0010742 0.024578
776.1228027 0.018806
776.2334961 0.022151
776.4401367 0.016807
776.7440430 0.021168
776.8514648 0.018079
776.9067383 0.034210
776.9263672 0.019539
777.1960449 0.018820
777.3229004 0.018582
777.3533691 0.017424
777.3865723 0.011834
777.4180176 0.020335
777.4987793 0.018297
777.5402832 0.019907
777.9219238 0.017307
777.9601074 0.029519
778.0433594 0.020961
778.1126465 0.026254
778.1595215 0.060148
778.2347656 0.021050
778.3697754 0.028336
778.5019531 0.019443
778.5508789 0.045733
778.5750488 0.021446
778.6285156 0.006501
778.6742676 0.021278
778.7472656 0.020225
778.8682617 0.020045
778.9695312 0.016966
779.0671387 0.017205
779.1227539 0.018440
779.2179199 0.018718
779.3402832 0.020493
779.4120605 0.020556
779.4912598 0.021842
779.6115234 0.017553
779.7955078 0.019455
779.9122559 0.012279
779.9347656 0.033170
779.9863770 0.051485
780.2238281 0.023850
780.3543457 0.049153
780.4060059 0.021973
780.6404785 0.017399
780.7699219 0.021085
780.8479980 0.019641
781.0312988 0.018031
781.1539551 0.017719
781.2410645 0.017595
781.3316406 0.018090
781.4459473 0.015897
781.4828613 0.017590
781.5734863 0.031796
781.6690918 0.021113
781.8848633 0.018117
781.9305176 0.019435
782.0049805 0.018844
782.0992676 0.018295
782.1519043 0.028691
782.2172363 0.028253
782.3499512 0.017323
782.4684570 0.018391
782.5721680 0.019578
782.8374023 0.022441
782.8770508 0.019286
782.9569336 0.019908
783.3539062 0.023258
783.4269043 0.016806
783.4752441 0.014579
783.8604004 0.014105
783.8992676 0.020259
784.0111328 0.026610
784.1284668 0.017837
784.4652832 0.016873
784.5813965 0.017812
784.9159668 0.018528
784.9735840 0.019600
785.0540039 0.021693
785.1991211 0.015085
785.2325195 0.020438
785.3258789 0.020459
785.3523926 0.021972
785.4385254 0.031248
785.5710938 0.024327
785.8003418 0.018770
785.8282715 0.020588
786.0661621 0.019372
786.7739746 0.017737
786.8099609 0.020642
787.0738281 0.018193
787.3416504 0.033242
787.8252930 0.038235
787.8789551 0.018821
788.0999023 0.018062
788.1678223 0.019309
788.3088867 0.020864
788.4414062 0.015417
788.4727539 0.018712
788.5603516 0.020245
788.6009277 0.019757
788.6634766 0.018423
788.7923828 0.019512
788.8824219 0.018787
788.9680176 0.017470
789.0552734 0.019562
789.1290039 0.018558
789.2535156 0.018759
789.3035156 0.024184
789.3543945 0.018214
789.4033203 0.020093
789.5318848 0.034587
789.7065918 0.019548
789.7927246 0.018073
789.8263184 0.018847
789.8617188 0.058419
790.2699707 0.047012
790.3264648 0.018166
790.5632812 0.018077
790.6945801 0.018655
790.9635742 0.018490
791.0905762 0.017702
791.2264160 0.031679
791.3717773 0.019470
791.5126953 0.018438
791.8467773 0.025756
791.9641113 0.018854
792.1106445 0.033779
792.3200195 0.017287
792.4416992 0.018094
792.8258301 0.019112
792.8521973 0.021591
792.9478027 0.017713
793.0890137 0.017900
793.1439941 0.024825
793.2009277 0.017890
793.3257324 0.031518
793.3582520 0.025191
793.4815430 0.017738
793.5227539 0.018961
793.7645020 0.015731
793.8363770 0.020319
793.8686523 0.015190
793.9252930 0.016982
794.0432129 0.019044
794.1714355 0.019111
794.2072754 0.042555
794.2274414 0.019233
794.2874023 0.014830
794.3259766 0.028772
794.4011230 0.020495
794.4453613 0.018009
794.5394531 0.017709
794.6222168 0.019650
794.9211914 0.019943
795.2432129 0.020283
796.2654785 0.016681
796.3942383 0.018536
796.4654297 0.021010
796.8061035 0.024047
796.8246094 0.020720
796.9470215 0.018139
797.0874023 0.016750
797.2538086 0.014548
797.3062988 0.021150
797.3373047 0.020598
797.5571777 0.018898
797.7003906 0.018142
797.7665527 0.018033
797.9772949 0.019155
798.6085449 0.022342
798.6986328 0.035475
798.7493164 0.021501
798.8283203 0.024422
798.9701660 0.036035
799.1119141 0.019993
799.1611328 0.020802
799.3333984 0.032934
799.4033203 0.022598
799.5043457 0.023522
799.6166016 0.018517
799.7452637 0.016876
799.8106445 0.021981
799.8918945 0.023104
800.0160645 0.018118
800.1886230 0.022578
800.2347168 0.021050
800.3175293 0.018777
800.4206543 0.013507
800.5071289 0.018148
800.5699707 0.022573
800.8244629 0.018100
801.0647461 0.017589
801.2002930 0.016593
801.4071777 0.018918
801.4749512 0.022612
801.6051758 0.020508
801.9106934 0.018656
802.0039551 0.019794
802.0386719 0.018863
802.3771484 0.019073
802.5050781 0.021038
802.5683594 0.020265
802.5963867 0.020225
802.8197754 0.018384
802.9025391 0.019346
802.9972656 0.016774
803.1771973 0.031783
803.3978027 0.018283
803.4888672 0.019542
803.5226562 0.019746
803.6133301 0.028133
803.9539062 0.019549
804.0766602 0.018032
804.1197754 0.024676
804.1647949 0.015231
804.2477051 0.019871
804.5369141 0.022781
804.6587891 0.020335
804.9898926 0.024850
805.0114746 0.020129
805.2031250 0.023137
805.5422852 0.022331
805.6608887 0.007805
805.7099121 0.019933
805.9174316 0.025179
806.1991211 0.017820
806.2389160 0.017773
806.3751465 0.019785
806.6083984 0.018527
806.7605469 0.020838
807.4407715 0.021839
807.4699707 0.019277
807.7152344 0.018642
807.7618164 0.017324
808.4596680 0.018171
808.5615234 0.018531
809.3676758 0.036628
809.4958984 0.029798
809.8639160 0.012532
809.9750488 0.016431
810.1151367 0.018282
810.2246094 0.019862
810.2773438 0.019930
810.4293945 0.021239
810.4674805 0.015189
810.5013184 0.020577
810.6337402 0.021901
810.7390137 0.016956
810.8716797 0.013772
811.0099609 0.018141
811.1413574 0.021554
811.3170410 0.018588
811.9589355 0.021640
812.2023926 0.019572
812.3414551 0.020096
812.6229492 0.019098
812.7565430 0.023908
813.0709473 0.020641
813.1532715 0.017892
813.2027344 0.016920
813.2710938 0.018076
813.4593262 0.017371
813.5518555 0.016602
813.6315918 0.017164
813.6823730 0.020840
813.8364258 0.018365
813.8978027 0.013547
813.9278809 0.017574
813.9598145 0.018943
814.0213867 0.018476
814.0659668 0.019850
814.1942871 0.019220
814.6117188 0.011472
814.6500977 0.020862
814.7181641 0.017831
814.7647949 0.019250
815.1128906 0.016085
815.1902832 0.019365
815.3152832 0.021330
818.8209473 0.020176
818.8634277 0.019454
819.4855469 0.019493
819.5645508 0.019365
820.4646484 0.026630
820.5980469 0.014363
820.7511719 0.023437
820.8358398 0.022795
820.9412109 0.018796
821.3895508 0.019899
821.5325195 0.020050
824.1468750 0.019063
824.1999023 0.019455
824.7356445 0.019127
824.8301758 0.019037
825.5186523 0.017772
826.8614258 0.017792
827.2080078 0.022943
827.6532227 0.019672
827.8312500 0.021330
827.8593750 0.021020
828.1039062 0.021928
828.1693359 0.020085
828.2323242 0.021813
828.2677734 0.019551
828.3177734 0.021654
828.3817383 0.020670
828.4938477 0.019482
828.6405273 0.019664
828.8608398 0.020135
829.0588867 0.022997
829.6251953 0.018549
829.8906250 0.019419
829.9480469 0.019046
830.2021484 0.017902
830.2534180 0.024907
830.4082031 0.018255
830.5195312 0.016078
830.8366211 0.016236
831.0724609 0.020004
831.7685547 0.021045
831.8479492 0.035043
831.9686523 0.041696
833.7557617 0.021825
833.8417969 0.021254
833.8704102 0.020657
834.3036133 0.031717
834.4613281 0.020447
834.9643555 0.021061
834.9933594 0.019279
835.2876953 0.035787
835.6274414 0.019753
836.0432617 0.023217
836.0705078 0.015011
836.1099609 0.038428
836.1696289 0.023884
836.2637695 0.020120
836.3044922 0.020269
836.4508789 0.019178
836.4969727 0.020642
836.5487305 0.024170
836.6438477 0.020108
836.7083984 0.019911
836.9456055 0.021411
837.2813477 0.021201
837.6123047 0.039372
837.9917969 0.018765
838.0748047 0.019445
838.2402344 0.021687
838.7289062 0.028646
839.0179688 0.035463
839.1168945 0.019646
839.1689453 0.018198
839.5609375 0.023437
839.9175781 0.022163
839.9175781 0.022203
840.0458008 0.019096
841.5242188 0.019310
842.3017578 0.029418
842.3303711 0.019659
842.4121094 0.021331
842.4754883 0.017652
842.6385742 0.023098
842.7429688 0.031526
843.0117188 0.024475
843.0176758 0.036036
843.2170898 0.021797
843.4385742 0.022341
843.5977539 0.023484
844.6370117 0.024060
844.6779297 0.016625
844.8599609 0.026012
844.9344727 0.023329
845.0973633 0.045500
845.2265625 0.020388
845.3794922 0.019346
845.4151367 0.022571
845.6785156 0.019330
846.0456055 0.021815
846.0885742 0.016391
846.1568359 0.024669
846.2409180 0.018840
846.5233398 0.021898
846.5514648 0.021111
847.4619141 0.035522
849.3396484 0.022283
849.4040039 0.019910
849.4279297 0.026607
849.6913086 0.018976
849.8029297 0.019209
850.0866211 0.017195
850.2548828 0.021870
850.3124023 0.015538
850.3741211 0.016636
850.4641602 0.018320
850.5068359 0.018931
852.0430664 0.020360
852.0754883 0.018557
853.8690430 0.040835
861.4556641 0.018422
861.5560547 0.017845
861.7136719 0.019028
861.8365234 0.020102
861.9919922 0.019362
862.1357422 0.020348
862.2895508 0.020206
862.4543945 0.019977
862.6069336 0.019945
862.7922852 0.019760
862.9430664 0.019733
863.1496094 0.020006
863.2987305 0.021066
863.5266602 0.020258
863.6725586 0.020341
863.9250000 0.020678
864.0659180 0.019924
864.1854492 0.021414
864.2280273 0.023308
864.3879883 0.020574
864.6899414 0.020651
864.9715820 0.023682
865.0381836 0.016849
865.1293945 0.020500
865.2257812 0.022999
865.3768555 0.017148
865.4359375 0.021153
865.5862305 0.021229
865.7731445 0.019905
865.9140625 0.019477
866.0643555 0.019886
866.4129883 0.021289
866.5590820 0.021634
866.7957031 0.018373
866.9281250 0.021470
867.0730469 0.021838
867.4631836 0.021803
867.6066406 0.020814
868.0171875 0.021408
868.1588867 0.021385
868.3402344 0.028035
868.5892578 0.020988
868.7302734 0.021206
869.1811523 0.020368
869.3211914 0.021351
869.7919922 0.020884
869.9305664 0.020706
870.0122070 0.021738
870.0693359 0.021013
870.1635742 0.023434
870.2135742 0.016111
870.4211914 0.022083
870.5608398 0.022615
870.6955078 0.022000
870.7991211 0.021881
871.0717773 0.021045
871.1594727 0.012772
871.2081055 0.020089
871.6630859 0.017054
871.7407227 0.029934
871.8753906 0.019978
872.6753906 0.021710
873.7480469 0.021007
873.9164062 0.021462
874.0603516 0.021345
874.2973633 0.022133
874.6982422 0.024513
875.0248047 0.021416
875.8729492 0.021293
876.0278320 0.020835
876.1336914 0.023004
876.1617188 0.026798
876.3016602 0.022136
876.3723633 0.021086
876.6418945 0.023245
876.7924805 0.021835
876.9159180 0.020146
877.0375977 0.020857
877.5035156 0.025734
877.6221680 0.022797
877.8343750 0.021167
879.0240234 0.022474
879.1189453 0.023332
880.1595703 0.012558
880.1957031 0.020743
880.9218750 0.022332
881.0182617 0.025771
881.0442383 0.024776
882.5464844 0.034328
882.7112305 0.022100
882.8009766 0.023668
882.9888672 0.021302
883.0768555 0.035840
883.1559570 0.020970
883.2920898 0.032075
883.3122070 0.031174
883.3546875 0.023209
883.4116211 0.022104
883.4526367 0.021250
883.6449219 0.037986
883.7683594 0.021523
884.5278320 0.023280
884.5615234 0.022682
884.7005859 0.023024
884.9604492 0.021631
885.0074219 0.021152
885.4173828 0.018498
885.9200195 0.016257
885.9809570 0.009150
886.0767578 0.013231
886.1666992 0.033082
886.2499023 0.023814
886.2847656 0.022790
886.3406250 0.020561
886.4380859 0.026430
886.7003906 0.021664
886.7605469 0.025223
887.1343750 0.020608
888.4491211 0.026192
888.5856445 0.024431
888.8699219 0.020851
889.0045898 0.021094
889.5213867 0.025897
889.5457031 0.024250
889.6559570 0.021056
889.7255859 0.021714
890.3123047 0.022346
890.4355469 0.021163
890.5684570 0.022296
890.8404297 0.021533
891.0041992 0.019875
891.4809570 0.029492
891.6756836 0.019713
891.9636719 0.036402
892.0855469 0.023340
892.1427734 0.026282
892.2799805 0.019004
892.4052734 0.023370
892.6187500 0.020371
892.6779297 0.023290
892.7413086 0.017921
892.8092773 0.025046
892.9095703 0.026093
892.9697266 0.022981
893.0120117 0.022617
893.1810547 0.018656
893.3108398 0.026169
893.3960938 0.021865
893.4327148 0.019810
893.4762695 0.024637
893.5363281 0.019107
893.6256836 0.028252
893.7955078 0.018628
893.9388672 0.043870
893.9787109 0.024573
894.1424805 0.021857
894.3408203 0.022617
894.5170898 0.018702
894.7555664 0.020204
895.5540039 0.023489
895.7951172 0.025307
895.8253906 0.024001
896.0161133 0.024624
896.2989258 0.029913
896.3352539 0.017761
896.5005859 0.026738
896.8510742 0.025413
896.9409180 0.030325
897.0097656 0.021295
897.1232422 0.037357
897.3868164 0.020425
897.5439453 0.027655
897.7558594 0.042394
897.7994141 0.029125
897.8548828 0.020132
897.9484375 0.022856
898.1111328 0.021660
898.2332031 0.021193
898.5414062 0.029483
898.5784180 0.022192
898.6955078 0.021956
898.7635742 0.019560
898.8383789 0.024060
899.1464844 0.034963
899.2309570 0.034823
899.2541992 0.021026
899.3069336 0.050997
899.7910156 0.018242
900.1134766 0.021521
900.1592773 0.021493
902.0934570 0.020302
902.1269531 0.021643
902.5965820 0.013667
902.7550781 0.020636
902.8505859 0.017161
902.8995117 0.019847
903.0249023 0.025105
903.1750000 0.022496
903.8058594 0.036746
904.3608398 0.026562
904.9253906 0.022317
904.9865234 0.021754
905.0772461 0.014840
905.2243164 0.023608
905.3956055 0.020605
905.5703125 0.023012
905.6617188 0.033332
905.6968750 0.017463
905.9464844 0.019677
906.1079102 0.018324
906.4250000 0.022018
906.5654297 0.023093
906.8558594 0.023575
907.0660156 0.022281
907.4543945 0.017299
907.6264648 0.024438
907.9539062 0.023547
908.1202148 0.019006
908.2796875 0.021363
908.3600586 0.021582
909.0346680 0.023442
909.1181641 0.016691
909.1998047 0.023073
909.2420898 0.023667
909.2728516 0.025183
909.3665039 0.024276
909.6152344 0.020862
909.7346680 0.015901
909.7785156 0.023681
909.8890625 0.021585
909.9332031 0.022472
910.2405273 0.021712
910.3180664 0.022533
910.3857422 0.029566
910.8682617 0.018206
911.0244141 0.014748
913.3964844 0.025873
913.6368164 0.022301
913.9913086 0.021146
914.4004883 0.019935
914.7245117 0.070997
915.1419922 0.035194
915.1792969 0.021699
915.2256836 0.021815
915.2974609 0.021489
915.4590820 0.022166
915.6974609 0.022250
915.9349609 0.021303
916.0699219 0.021540
916.1654297 0.021902
917.4560547 0.013834
917.5880859 0.020054
920.0074219 0.019511
920.5120117 0.021999
920.8838867 0.025939
921.0533203 0.025877
921.4528320 0.029250
921.6272461 0.022930
921.6876953 0.023574
922.4294922 0.023929
922.5419922 0.023068
922.6938477 0.030687
922.8542969 0.016007
922.9228516 0.026831
922.9472656 0.024657
923.3534180 0.028049
923.3946289 0.032712
924.7536133 0.022186
924.8336914 0.022279
924.9375977 0.023042
925.0622070 0.024886
925.1271484 0.021445
925.3924805 0.021903
925.4541992 0.020369
926.0875000 0.032722
926.2590820 0.028508
926.5993164 0.027906
928.6055664 0.021734
